التاريخ,الفرع,الرصيد (بالدرهم)
2024-09-10,فاس - النرجس,5854892.32
2024-09-11,الدار البيضاء - المركز الرئيسي,11875219.92
2024-09-11,الرباط - أكدال,6241971.6
2024-09-11,مراكش - جليز,4993109.39
2024-09-11,طنجة - وسط المدينة,7612078.51
2024-09-11,فاس - النرجس,8861369.89
2024-09-12,الدار البيضاء - المركز الرئيسي,8341239.48
2024-09-12,الرباط - أكدال,12445949.23
2024-09-12,مراكش - جليز,9484777.29
2024-09-12,طنجة - وسط المدينة,10868762.86
2024-09-12,فاس - النرجس,10600340.9
2024-09-13,الدار البيضاء - المركز الرئيسي,4022653.58
2024-09-13,الرباط - أكدال,10635933.7
2024-09-13,مراكش - جليز,8697999.02
2024-09-13,طنجة - وسط المدينة,6583578.49
2024-09-13,فاس - النرجس,7989392.06
2024-09-14,الدار البيضاء - المركز الرئيسي,10868583.05
2024-09-14,الرباط - أكدال,7751528.95
2024-09-14,مراكش - جليز,12233663.74
2024-09-14,طنجة - وسط المدينة,5175139.62
2024-09-14,فاس - النرجس,12098310.09
2024-09-15,الدار البيضاء - المركز الرئيسي,6717783.06
2024-09-15,الرباط - أكدال,5351429.38
2024-09-15,مراكش - جليز,5494730.6
2024-09-15,طنجة - وسط المدينة,7264425.27
2024-09-15,فاس - النرجس,12125752.03
2024-09-16,الدار البيضاء - المركز الرئيسي,10494438.44
2024-09-16,الرباط - أكدال,5296033.56
2024-09-16,مراكش - جليز,12008727.95
2024-09-16,طنجة - وسط المدينة,10531844.23
2024-09-16,فاس - النرجس,11208127.91
2024-09-17,الدار البيضاء - المركز الرئيسي,6220759.2
2024-09-17,الرباط - أكدال,8702418.81
2024-09-17,مراكش - جليز,8954634.56
2024-09-17,طنجة - وسط المدينة,10405224.64
2024-09-17,فاس - النرجس,9255899.8
2024-09-18,الدار البيضاء - المركز الرئيسي,11464997.01
2024-09-18,الرباط - أكدال,6566243.36
2024-09-18,مراكش - جليز,10735327.23
2024-09-18,طنجة - وسط المدينة,4573486.57
2024-09-18,فاس - النرجس,8626333.57
2024-09-19,الدار البيضاء - المركز الرئيسي,9309454.79
2024-09-19,الرباط - أكدال,11998648.76
2024-09-19,مراكش - جليز,9006702.04
2024-09-19,طنجة - وسط المدينة,9014361.47
2024-09-19,فاس - النرجس,12195403.4
2024-09-20,الدار البيضاء - المركز الرئيسي,7680430.76
2024-09-20,الرباط - أكدال,5896310.42
2024-09-20,مراكش - جليز,10744390.21
2024-09-20,طنجة - وسط المدينة,6451676.82
2024-09-20,فاس - النرجس,11375563.01
2024-09-21,الدار البيضاء - المركز الرئيسي,12641128.38
2024-09-21,الرباط - أكدال,12251418.27
2024-09-21,مراكش - جليز,11280486.13
2024-09-21,طنجة - وسط المدينة,5930384.88
2024-09-21,فاس - النرجس,7446227.36
2024-09-22,الدار البيضاء - المركز الرئيسي,7688844.68
2024-09-22,الرباط - أكدال,5608052.95
2024-09-22,مراكش - جليز,5467062.86
2024-09-22,طنجة - وسط المدينة,11660289.07
2024-09-22,فاس - النرجس,7829746.7
2024-09-23,الدار البيضاء - المركز الرئيسي,10248534.19
2024-09-23,الرباط - أكدال,11410347.17
2024-09-23,مراكش - جليز,6735607.34
2024-09-23,طنجة - وسط المدينة,12643450.24
2024-09-23,فاس - النرجس,12074048.38
2024-09-24,الدار البيضاء - المركز الرئيسي,8468301.43
2024-09-24,الرباط - أكدال,12513306.85
2024-09-24,مراكش - جليز,12338228.76
2024-09-24,طنجة - وسط المدينة,5404922.95
2024-09-24,فاس - النرجس,8477614.7
2024-09-25,الدار البيضاء - المركز الرئيسي,7247570.84
2024-09-25,الرباط - أكدال,9155158.4
2024-09-25,مراكش - جليز,8533674.09
2024-09-25,طنجة - وسط المدينة,12563290.85
2024-09-25,فاس - النرجس,9101788.41
2024-09-26,الدار البيضاء - المركز الرئيسي,12815031.7
2024-09-26,الرباط - أكدال,9793009.15
2024-09-26,مراكش - جليز,6511164.76
2024-09-26,طنجة - وسط المدينة,9628295.33
2024-09-26,فاس - النرجس,12735639.75
2024-09-27,الدار البيضاء - المركز الرئيسي,9824438.95
2024-09-27,الرباط - أكدال,8280026.51
2024-09-27,مراكش - جليز,6854458.11
2024-09-27,طنجة - وسط المدينة,5644705.92
2024-09-27,فاس - النرجس,4111025.08
2024-09-28,الدار البيضاء - المركز الرئيسي,4591444.41
2024-09-28,الرباط - أكدال,7165771.92
2024-09-28,مراكش - جليز,11554073.48
2024-09-28,طنجة - وسط المدينة,12098717.8
2024-09-28,فاس - النرجس,12294663.48
2024-09-29,الدار البيضاء - المركز الرئيسي,5737737.91
2024-09-29,الرباط - أكدال,10356766.32
2024-09-29,مراكش - جليز,12184178.8
2024-09-29,طنجة - وسط المدينة,8187921.43
2024-09-29,فاس - النرجس,8935819.48
2024-09-30,الدار البيضاء - المركز الرئيسي,8831176.88
2024-09-30,الرباط - أكدال,6797986.49
2024-09-30,مراكش - جليز,5805499.05
2024-09-30,طنجة - وسط المدينة,5381502.61
2024-09-30,فاس - النرجس,11509609.64
2024-10-01,الدار البيضاء - المركز الرئيسي,5304737.39
2024-10-01,الرباط - أكدال,9596798.61
2024-10-01,مراكش - جليز,9956049.68
2024-10-01,طنجة - وسط المدينة,12137904.57
2024-10-01,فاس - النرجس,7794665.27
2024-10-02,الدار البيضاء - المركز الرئيسي,8648810.56
2024-10-02,الرباط - أكدال,4341361.01
2024-10-02,مراكش - جليز,11547608.8
2024-10-02,طنجة - وسط المدينة,5455837.61
2024-10-02,فاس - النرجس,5677158.62
2024-10-03,الدار البيضاء - المركز الرئيسي,5906356.12
2024-10-03,الرباط - أكدال,7449240.95
2024-10-03,مراكش - جليز,7512652.34
2024-10-03,طنجة - وسط المدينة,8110220.87
2024-10-03,فاس - النرجس,12142985.62
2024-10-04,الدار البيضاء - المركز الرئيسي,10388921.57
2024-10-04,الرباط - أكدال,10733032.82
2024-10-04,مراكش - جليز,11968601.35
2024-10-04,طنجة - وسط المدينة,4293221.3
2024-10-04,فاس - النرجس,5651930.5
2024-10-05,الدار البيضاء - المركز الرئيسي,6625498.26
2024-10-05,الرباط - أكدال,8924116.96
2024-10-05,مراكش - جليز,6354729.08
2024-10-05,طنجة - وسط المدينة,12774338.0
2024-10-05,فاس - النرجس,8409419.84
2024-10-06,الدار البيضاء - المركز الرئيسي,4261436.87
2024-10-06,الرباط - أكدال,4222500.77
2024-10-06,مراكش - جليز,9906296.17
2024-10-06,طنجة - وسط المدينة,8980054.24
2024-10-06,فاس - النرجس,10867308.6
2024-10-07,الدار البيضاء - المركز الرئيسي,4935575.44
2024-10-07,الرباط - أكدال,5796904.58
2024-10-07,مراكش - جليز,11248793.28
2024-10-07,طنجة - وسط المدينة,11282519.35
2024-10-07,فاس - النرجس,5938785.83
2024-10-08,الدار البيضاء - المركز الرئيسي,7214873.2
2024-10-08,الرباط - أكدال,10460990.81
2024-10-08,مراكش - جليز,8445455.63
2024-10-08,طنجة - وسط المدينة,8708426.72
2024-10-08,فاس - النرجس,11410292.68
2024-10-09,الدار البيضاء - المركز الرئيسي,12323777.36
2024-10-09,الرباط - أكدال,7859247.68
2024-10-09,مراكش - جليز,10541101.51
2024-10-09,طنجة - وسط المدينة,4625003.45
2024-10-09,فاس - النرجس,9766289.31
2024-10-10,الدار البيضاء - المركز الرئيسي,7116584.87
2024-10-10,الرباط - أكدال,11696305.37
2024-10-10,مراكش - جليز,11362288.58
2024-10-10,طنجة - وسط المدينة,8018161.45
2024-10-10,فاس - النرجس,4283960.85
2024-10-11,الدار البيضاء - المركز الرئيسي,9572601.9
2024-10-11,الرباط - أكدال,12003473.98
2024-10-11,مراكش - جليز,10780303.29
2024-10-11,طنجة - وسط المدينة,7902525.18
2024-10-11,فاس - النرجس,7238851.23
2024-10-12,الدار البيضاء - المركز الرئيسي,10682811.31
2024-10-12,الرباط - أكدال,9247690.95
2024-10-12,مراكش - جليز,9812776.45
2024-10-12,طنجة - وسط المدينة,9386885.91
2024-10-12,فاس - النرجس,4331039.93
2024-10-13,الدار البيضاء - المركز الرئيسي,8659929.31
2024-10-13,الرباط - أكدال,9844073.0
2024-10-13,مراكش - جليز,4675089.83
2024-10-13,طنجة - وسط المدينة,12474030.52
2024-10-13,فاس - النرجس,8331789.99
2024-10-14,الدار البيضاء - المركز الرئيسي,11528830.56
2024-10-14,الرباط - أكدال,10737896.57
2024-10-14,مراكش - جليز,11292924.18
2024-10-14,طنجة - وسط المدينة,8377880.47
2024-10-14,فاس - النرجس,9104491.08
2024-10-15,الدار البيضاء - المركز الرئيسي,6913384.48
2024-10-15,الرباط - أكدال,12280744.48
2024-10-15,مراكش - جليز,9805545.49
2024-10-15,طنجة - وسط المدينة,5493124.92
2024-10-15,فاس - النرجس,12220190.16
2024-10-16,الدار البيضاء - المركز الرئيسي,6399828.44
2024-10-16,الرباط - أكدال,9852833.79
2024-10-16,مراكش - جليز,10584908.69
2024-10-16,طنجة - وسط المدينة,7524294.78
2024-10-16,فاس - النرجس,11011466.86
2024-10-17,الدار البيضاء - المركز الرئيسي,7445606.98
2024-10-17,الرباط - أكدال,11150377.4
2024-10-17,مراكش - جليز,7396966.72
2024-10-17,طنجة - وسط المدينة,12831326.24
2024-10-17,فاس - النرجس,5406831.11
2024-10-18,الدار البيضاء - المركز الرئيسي,6341883.7
2024-10-18,الرباط - أكدال,10694129.33
2024-10-18,مراكش - جليز,10477576.23
2024-10-18,طنجة - وسط المدينة,11230915.89
2024-10-18,فاس - النرجس,4000243.04
2024-10-19,الدار البيضاء - المركز الرئيسي,5645300.53
2024-10-19,الرباط - أكدال,12702406.14
2024-10-19,مراكش - جليز,7310760.51
2024-10-19,طنجة - وسط المدينة,10561110.57
2024-10-19,فاس - النرجس,10074795.67
2024-10-20,الدار البيضاء - المركز الرئيسي,5803658.02
2024-10-20,الرباط - أكدال,4709094.08
2024-10-20,مراكش - جليز,7046148.63
2024-10-20,طنجة - وسط المدينة,8470321.82
2024-10-20,فاس - النرجس,9259691.1
2024-10-21,الدار البيضاء - المركز الرئيسي,4803046.45
2024-10-21,الرباط - أكدال,12576253.36
2024-10-21,مراكش - جليز,9550961.54
2024-10-21,طنجة - وسط المدينة,11144785.75
2024-10-21,فاس - النرجس,10797620.72
2024-10-22,الدار البيضاء - المركز الرئيسي,12174644.75
2024-10-22,الرباط - أكدال,8810307.18
2024-10-22,مراكش - جليز,9026016.21
2024-10-22,طنجة - وسط المدينة,5624384.19
2024-10-22,فاس - النرجس,5059978.93
2024-10-23,الدار البيضاء - المركز الرئيسي,6678858.43
2024-10-23,الرباط - أكدال,12652588.95
2024-10-23,مراكش - جليز,6811104.24
2024-10-23,طنجة - وسط المدينة,12581050.64
2024-10-23,فاس - النرجس,8269305.74
2024-10-24,الدار البيضاء - المركز الرئيسي,11944794.35
2024-10-24,الرباط - أكدال,5220430.7
2024-10-24,مراكش - جليز,8365319.12
2024-10-24,طنجة - وسط المدينة,11834973.16
2024-10-24,فاس - النرجس,4714318.37
2024-10-25,الدار البيضاء - المركز الرئيسي,4968325.55
2024-10-25,الرباط - أكدال,5059809.2
2024-10-25,مراكش - جليز,9963796.22
2024-10-25,طنجة - وسط المدينة,10606321.18
2024-10-25,فاس - النرجس,5781649.82
2024-10-26,الدار البيضاء - المركز الرئيسي,7307208.88
2024-10-26,الرباط - أكدال,5607879.58
2024-10-26,مراكش - جليز,12390733.44
2024-10-26,طنجة - وسط المدينة,8022025.66
2024-10-26,فاس - النرجس,8418986.64
2024-10-27,الدار البيضاء - المركز الرئيسي,9962009.82
2024-10-27,الرباط - أكدال,5074119.39
2024-10-27,مراكش - جليز,10343695.98
2024-10-27,طنجة - وسط المدينة,7807834.63
2024-10-27,فاس - النرجس,4749468.68
2024-10-28,الدار البيضاء - المركز الرئيسي,9659193.77
2024-10-28,الرباط - أكدال,10545693.71
2024-10-28,مراكش - جليز,7822548.38
2024-10-28,طنجة - وسط المدينة,9103151.99
2024-10-28,فاس - النرجس,10148943.9
2024-10-29,الدار البيضاء - المركز الرئيسي,5692688.82
2024-10-29,الرباط - أكدال,4099380.76
2024-10-29,مراكش - جليز,5205712.32
2024-10-29,طنجة - وسط المدينة,12417378.87
2024-10-29,فاس - النرجس,11394843.98
2024-10-30,الدار البيضاء - المركز الرئيسي,5497382.59
2024-10-30,الرباط - أكدال,9043628.76
2024-10-30,مراكش - جليز,4274107.72
2024-10-30,طنجة - وسط المدينة,9801443.91
2024-10-30,فاس - النرجس,6039068.36
2024-10-31,الدار البيضاء - المركز الرئيسي,8124903.68
2024-10-31,الرباط - أكدال,5456938.21
2024-10-31,مراكش - جليز,8160336.53
2024-10-31,طنجة - وسط المدينة,11113235.68
2024-10-31,فاس - النرجس,5183724.33
2024-11-01,الدار البيضاء - المركز الرئيسي,10722497.99
2024-11-01,الرباط - أكدال,5324305.36
2024-11-01,مراكش - جليز,10448661.21
2024-11-01,طنجة - وسط المدينة,11440342.73
2024-11-01,فاس - النرجس,5928998.81
2024-11-02,الدار البيضاء - المركز الرئيسي,10628099.35
2024-11-02,الرباط - أكدال,10247311.41
2024-11-02,مراكش - جليز,5304315.71
2024-11-02,طنجة - وسط المدينة,8487689.5
2024-11-02,فاس - النرجس,12011816.17
2024-11-03,الدار البيضاء - المركز الرئيسي,5606985.69
2024-11-03,الرباط - أكدال,5649233.18
2024-11-03,مراكش - جليز,10230598.72
2024-11-03,طنجة - وسط المدينة,7100471.58
2024-11-03,فاس - النرجس,6364884.15
2024-11-04,الدار البيضاء - المركز الرئيسي,7274525.4
2024-11-04,الرباط - أكدال,6336564.29
2024-11-04,مراكش - جليز,11135323.25
2024-11-04,طنجة - وسط المدينة,10271414.37
2024-11-04,فاس - النرجس,5365995.08
2024-11-05,الدار البيضاء - المركز الرئيسي,10050421.52
2024-11-05,الرباط - أكدال,10833106.39
2024-11-05,مراكش - جليز,4865166.18
2024-11-05,طنجة - وسط المدينة,9536172.47
2024-11-05,فاس - النرجس,6851558.72
2024-11-06,الدار البيضاء - المركز الرئيسي,9575699.49
2024-11-06,الرباط - أكدال,12306452.6
2024-11-06,مراكش - جليز,9740301.98
2024-11-06,طنجة - وسط المدينة,9671540.0
2024-11-06,فاس - النرجس,8010481.22
2024-11-07,الدار البيضاء - المركز الرئيسي,10016408.59
2024-11-07,الرباط - أكدال,6403283.11
2024-11-07,مراكش - جليز,10688407.97
2024-11-07,طنجة - وسط المدينة,12626793.99
2024-11-07,فاس - النرجس,8396249.11
2024-11-08,الدار البيضاء - المركز الرئيسي,9771010.44
2024-11-08,الرباط - أكدال,11590939.5
2024-11-08,مراكش - جليز,9749076.84
2024-11-08,طنجة - وسط المدينة,6453993.51
2024-11-08,فاس - النرجس,8709405.15
2024-11-09,الدار البيضاء - المركز الرئيسي,12200056.82
2024-11-09,الرباط - أكدال,8033125.14
2024-11-09,مراكش - جليز,5719253.35
2024-11-09,طنجة - وسط المدينة,12841565.85
2024-11-09,فاس - النرجس,5902350.6
2024-11-10,الدار البيضاء - المركز الرئيسي,12505033.13
2024-11-10,الرباط - أكدال,11492872.31
2024-11-10,مراكش - جليز,11040441.76
2024-11-10,طنجة - وسط المدينة,6170793.8
2024-11-10,فاس - النرجس,7261136.1
2024-11-11,الدار البيضاء - المركز الرئيسي,10993437.8
2024-11-11,الرباط - أكدال,8698004.46
2024-11-11,مراكش - جليز,11291043.16
2024-11-11,طنجة - وسط المدينة,5109318.12
2024-11-11,فاس - النرجس,12382185.06
2024-11-12,الدار البيضاء - المركز الرئيسي,4070605.46
2024-11-12,الرباط - أكدال,8308452.63
2024-11-12,مراكش - جليز,11358862.73
2024-11-12,طنجة - وسط المدينة,12048328.04
2024-11-12,فاس - النرجس,8855890.1
2024-11-13,الدار البيضاء - المركز الرئيسي,6859771.15
2024-11-13,الرباط - أكدال,6279851.55
2024-11-13,مراكش - جليز,8178234.24
2024-11-13,طنجة - وسط المدينة,8427680.52
2024-11-13,فاس - النرجس,8842205.93
2024-11-14,الدار البيضاء - المركز الرئيسي,7895712.65
2024-11-14,الرباط - أكدال,8284465.86
2024-11-14,مراكش - جليز,7932055.42
2024-11-14,طنجة - وسط المدينة,8952599.49
2024-11-14,فاس - النرجس,11082534.7
2024-11-15,الدار البيضاء - المركز الرئيسي,4880546.77
2024-11-15,الرباط - أكدال,8056494.25
2024-11-15,مراكش - جليز,8606453.12
2024-11-15,طنجة - وسط المدينة,11657179.35
2024-11-15,فاس - النرجس,11682069.26
2024-11-16,الدار البيضاء - المركز الرئيسي,6740462.71
2024-11-16,الرباط - أكدال,10476945.37
2024-11-16,مراكش - جليز,4899201.1
2024-11-16,طنجة - وسط المدينة,5088151.9
2024-11-16,فاس - النرجس,10021945.21
2024-11-17,الدار البيضاء - المركز الرئيسي,12921685.9
2024-11-17,الرباط - أكدال,11761571.86
2024-11-17,مراكش - جليز,8583761.51
2024-11-17,طنجة - وسط المدينة,8470297.21
2024-11-17,فاس - النرجس,4809774.63
2024-11-18,الدار البيضاء - المركز الرئيسي,9690091.81
2024-11-18,الرباط - أكدال,10758445.42
2024-11-18,مراكش - جليز,5786409.07
2024-11-18,طنجة - وسط المدينة,7080614.41
2024-11-18,فاس - النرجس,4696703.33
2024-11-19,الدار البيضاء - المركز الرئيسي,4168531.77
2024-11-19,الرباط - أكدال,6419828.77
2024-11-19,مراكش - جليز,8489056.69
2024-11-19,طنجة - وسط المدينة,5530919.28
2024-11-19,فاس - النرجس,11704874.27
2024-11-20,الدار البيضاء - المركز الرئيسي,9149418.05
2024-11-20,الرباط - أكدال,4697051.66
2024-11-20,مراكش - جليز,7537028.94
2024-11-20,طنجة - وسط المدينة,7031204.59
2024-11-20,فاس - النرجس,6821617.8
2024-11-21,الدار البيضاء - المركز الرئيسي,5301877.0
2024-11-21,الرباط - أكدال,7808427.4
2024-11-21,مراكش - جليز,10077962.49
2024-11-21,طنجة - وسط المدينة,8583987.86
2024-11-21,فاس - النرجس,8512241.71
2024-11-22,الدار البيضاء - المركز الرئيسي,11346242.39
2024-11-22,الرباط - أكدال,8965976.56
2024-11-22,مراكش - جليز,8740566.85
2024-11-22,طنجة - وسط المدينة,8967732.66
2024-11-22,فاس - النرجس,4661902.69
2024-11-23,الدار البيضاء - المركز الرئيسي,8161294.01
2024-11-23,الرباط - أكدال,9230331.21
2024-11-23,مراكش - جليز,5869170.27
2024-11-23,طنجة - وسط المدينة,5372441.37
2024-11-23,فاس - النرجس,9524442.03
2024-11-24,الدار البيضاء - المركز الرئيسي,5755662.14
2024-11-24,الرباط - أكدال,9564369.81
2024-11-24,مراكش - جليز,10572286.45
2024-11-24,طنجة - وسط المدينة,6508815.56
2024-11-24,فاس - النرجس,11046987.4
2024-11-25,الدار البيضاء - المركز الرئيسي,12650367.02
2024-11-25,الرباط - أكدال,8933605.35
2024-11-25,مراكش - جليز,11180179.62
2024-11-25,طنجة - وسط المدينة,10713650.31
2024-11-25,فاس - النرجس,6558055.56
2024-11-26,الدار البيضاء - المركز الرئيسي,8169427.12
2024-11-26,الرباط - أكدال,9184321.82
2024-11-26,مراكش - جليز,11825170.63
2024-11-26,طنجة - وسط المدينة,12813188.23
2024-11-26,فاس - النرجس,9900377.24
2024-11-27,الدار البيضاء - المركز الرئيسي,7126611.68
2024-11-27,الرباط - أكدال,5077955.96
2024-11-27,مراكش - جليز,5623712.7
2024-11-27,طنجة - وسط المدينة,5674167.37
2024-11-27,فاس - النرجس,8940934.3
2024-11-28,الدار البيضاء - المركز الرئيسي,6973795.63
2024-11-28,الرباط - أكدال,9350909.53
2024-11-28,مراكش - جليز,9215349.09
2024-11-28,طنجة - وسط المدينة,6271767.16
2024-11-28,فاس - النرجس,9639705.13
2024-11-29,الدار البيضاء - المركز الرئيسي,7907427.84
2024-11-29,الرباط - أكدال,12711280.99
2024-11-29,مراكش - جليز,6431173.26
2024-11-29,طنجة - وسط المدينة,11944296.2
2024-11-29,فاس - النرجس,6256672.79
2024-11-30,الدار البيضاء - المركز الرئيسي,11618765.81
2024-11-30,الرباط - أكدال,8249160.64
2024-11-30,مراكش - جليز,12626774.05
2024-11-30,طنجة - وسط المدينة,5303979.82
2024-11-30,فاس - النرجس,11982592.19
2024-12-01,الدار البيضاء - المركز الرئيسي,4258057.15
2024-12-01,الرباط - أكدال,11106806.24
2024-12-01,مراكش - جليز,9215151.5
2024-12-01,طنجة - وسط المدينة,8662046.45
2024-12-01,فاس - النرجس,7467191.41
2024-12-02,الدار البيضاء - المركز الرئيسي,11654356.75
2024-12-02,الرباط - أكدال,9704932.2
2024-12-02,مراكش - جليز,10823687.21
2024-12-02,طنجة - وسط المدينة,10897677.38
2024-12-02,فاس - النرجس,10053038.25
2024-12-03,الدار البيضاء - المركز الرئيسي,4404710.71
2024-12-03,الرباط - أكدال,11456434.63
2024-12-03,مراكش - جليز,8948477.2
2024-12-03,طنجة - وسط المدينة,10010216.65
2024-12-03,فاس - النرجس,7169783.44
2024-12-04,الدار البيضاء - المركز الرئيسي,10154030.6
2024-12-04,الرباط - أكدال,9385653.25
2024-12-04,مراكش - جليز,7800679.81
2024-12-04,طنجة - وسط المدينة,11217233.57
2024-12-04,فاس - النرجس,7500037.3
2024-12-05,الدار البيضاء - المركز الرئيسي,7626467.08
2024-12-05,الرباط - أكدال,5243388.71
2024-12-05,مراكش - جليز,4959935.69
2024-12-05,طنجة - وسط المدينة,6948707.44
2024-12-05,فاس - النرجس,12318026.44
2024-12-06,الدار البيضاء - المركز الرئيسي,12133270.95
2024-12-06,الرباط - أكدال,12483656.74
2024-12-06,مراكش - جليز,10780848.03
2024-12-06,طنجة - وسط المدينة,12981585.56
2024-12-06,فاس - النرجس,4817567.78
2024-12-07,الدار البيضاء - المركز الرئيسي,10567728.07
2024-12-07,الرباط - أكدال,9708469.29
2024-12-07,مراكش - جليز,11227980.57
2024-12-07,طنجة - وسط المدينة,6190501.77
2024-12-07,فاس - النرجس,9517596.66
2024-12-08,الدار البيضاء - المركز الرئيسي,12280729.49
2024-12-08,الرباط - أكدال,7114364.19
2024-12-08,مراكش - جليز,5017966.5
2024-12-08,طنجة - وسط المدينة,7002705.58
2024-12-08,فاس - النرجس,6797116.88
2024-12-09,الدار البيضاء - المركز الرئيسي,8005393.02
2024-12-09,الرباط - أكدال,10159795.29
2024-12-09,مراكش - جليز,11421548.63
2024-12-09,طنجة - وسط المدينة,9832424.92
2024-12-09,فاس - النرجس,4727889.38
2024-12-10,الدار البيضاء - المركز الرئيسي,10727263.72
2024-12-10,الرباط - أكدال,7635193.88
2024-12-10,مراكش - جليز,9826860.97
2024-12-10,طنجة - وسط المدينة,12765344.56
2024-12-10,فاس - النرجس,6844918.52
2024-12-11,الدار البيضاء - المركز الرئيسي,5032195.04
2024-12-11,الرباط - أكدال,6163963.12
2024-12-11,مراكش - جليز,7394747.18
2024-12-11,طنجة - وسط المدينة,10503047.03
2024-12-11,فاس - النرجس,4978043.75
2024-12-12,الدار البيضاء - المركز الرئيسي,11091976.33
2024-12-12,الرباط - أكدال,12426602.18
2024-12-12,مراكش - جليز,11028801.52
2024-12-12,طنجة - وسط المدينة,8349690.8
2024-12-12,فاس - النرجس,8620548.06
2024-12-13,الدار البيضاء - المركز الرئيسي,9338590.98
2024-12-13,الرباط - أكدال,8518768.05
2024-12-13,مراكش - جليز,7312132.79
2024-12-13,طنجة - وسط المدينة,9233388.75
2024-12-13,فاس - النرجس,9989533.92
2024-12-14,الدار البيضاء - المركز الرئيسي,11338729.0
2024-12-14,الرباط - أكدال,9057353.32
2024-12-14,مراكش - جليز,9227543.37
2024-12-14,طنجة - وسط المدينة,5866122.83
2024-12-14,فاس - النرجس,11205836.58
2024-12-15,الدار البيضاء - المركز الرئيسي,8219867.34
2024-12-15,الرباط - أكدال,6766877.96
2024-12-15,مراكش - جليز,10129617.6
2024-12-15,طنجة - وسط المدينة,10693599.99
2024-12-15,فاس - النرجس,11412628.66
2024-12-16,الدار البيضاء - المركز الرئيسي,11692593.83
2024-12-16,الرباط - أكدال,11491522.2
2024-12-16,مراكش - جليز,7166730.23
2024-12-16,طنجة - وسط المدينة,9503393.24
2024-12-16,فاس - النرجس,7647003.07
2024-12-17,الدار البيضاء - المركز الرئيسي,9427043.67
2024-12-17,الرباط - أكدال,10668335.49
2024-12-17,مراكش - جليز,11671167.07
2024-12-17,طنجة - وسط المدينة,5040823.02
2024-12-17,فاس - النرجس,9507527.92
2024-12-18,الدار البيضاء - المركز الرئيسي,6090741.08
2024-12-18,الرباط - أكدال,7075899.26
2024-12-18,مراكش - جليز,12191121.55
2024-12-18,طنجة - وسط المدينة,12627362.38
2024-12-18,فاس - النرجس,11763438.14
2024-12-19,الدار البيضاء - المركز الرئيسي,9815881.85
2024-12-19,الرباط - أكدال,4338234.75
2024-12-19,مراكش - جليز,9545498.93
2024-12-19,طنجة - وسط المدينة,12378302.03
2024-12-19,فاس - النرجس,10480290.88
2024-12-20,الدار البيضاء - المركز الرئيسي,10875872.41
2024-12-20,الرباط - أكدال,7997108.38
2024-12-20,مراكش - جليز,8279017.81
2024-12-20,طنجة - وسط المدينة,7282150.57
2024-12-20,فاس - النرجس,5514816.48
2024-12-21,الدار البيضاء - المركز الرئيسي,8546030.66
2024-12-21,الرباط - أكدال,7537901.13
2024-12-21,مراكش - جليز,7295595.79
2024-12-21,طنجة - وسط المدينة,11469056.54
2024-12-21,فاس - النرجس,5167016.77
2024-12-22,الدار البيضاء - المركز الرئيسي,7522576.19
2024-12-22,الرباط - أكدال,6265415.97
2024-12-22,مراكش - جليز,6615573.4
2024-12-22,طنجة - وسط المدينة,10139384.04
2024-12-22,فاس - النرجس,8269083.55
2024-12-23,الدار البيضاء - المركز الرئيسي,5910193.59
2024-12-23,الرباط - أكدال,5974614.23
2024-12-23,مراكش - جليز,7099004.95
2024-12-23,طنجة - وسط المدينة,7726985.88
2024-12-23,فاس - النرجس,4092090.88
2024-12-24,الدار البيضاء - المركز الرئيسي,12887795.21
2024-12-24,الرباط - أكدال,4056626.29
2024-12-24,مراكش - جليز,10787730.36
2024-12-24,طنجة - وسط المدينة,4881310.92
2024-12-24,فاس - النرجس,8536014.95
2024-12-25,الدار البيضاء - المركز الرئيسي,4765960.0
2024-12-25,الرباط - أكدال,11864680.5
2024-12-25,مراكش - جليز,10829232.77
2024-12-25,طنجة - وسط المدينة,7986328.57
2024-12-25,فاس - النرجس,7521607.53
2024-12-26,الدار البيضاء - المركز الرئيسي,9888911.16
2024-12-26,الرباط - أكدال,6344069.19
2024-12-26,مراكش - جليز,4130928.36
2024-12-26,طنجة - وسط المدينة,7124107.95
2024-12-26,فاس - النرجس,7835509.09
2024-12-27,الدار البيضاء - المركز الرئيسي,11953996.2
2024-12-27,الرباط - أكدال,4421990.38
2024-12-27,مراكش - جليز,7919910.66
2024-12-27,طنجة - وسط المدينة,9162530.3
2024-12-27,فاس - النرجس,4864093.01
2024-12-28,الدار البيضاء - المركز الرئيسي,4112732.29
2024-12-28,الرباط - أكدال,11397179.8
2024-12-28,مراكش - جليز,5082434.73
2024-12-28,طنجة - وسط المدينة,6509352.9
2024-12-28,فاس - النرجس,4552495.04
2024-12-29,الدار البيضاء - المركز الرئيسي,9900049.91
2024-12-29,الرباط - أكدال,10218536.47
2024-12-29,مراكش - جليز,4285732.95
2024-12-29,طنجة - وسط المدينة,5282009.18
2024-12-29,فاس - النرجس,7303085.05
2024-12-30,الدار البيضاء - المركز الرئيسي,7134348.03
2024-12-30,الرباط - أكدال,8712792.66
2024-12-30,مراكش - جليز,7923999.36
2024-12-30,طنجة - وسط المدينة,11732510.1
2024-12-30,فاس - النرجس,7991520.96
2024-12-31,الدار البيضاء - المركز الرئيسي,10219987.23
2024-12-31,الرباط - أكدال,10104765.52
2024-12-31,مراكش - جليز,8396014.91
